Código,Siglas,Denominación,Clasificacion
001299,FE de las J,FALANGE ESPAÑOLA DE LAS JONS,Derecha
001303,RECORTES CE,RECORTES CERO-GRUPO VERDE,Izquierda
001304,UPYD,UNIÓN PROGRESO Y DEMOCRACIA,Centro Derecha
001305,UPYD,UNIÓN PROGRESO Y DEMOCRACIA,Centro Derecha
001308,PODEMOS,PODEMOS,Izquierda
001309,RECORTES CE,RECORTES CERO-GRUPO VERDE,Izquierda
001315,VOX,VOX,Derecha
001316,IU-UPeC,"UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN",Izquierda
001319,VOX,VOX,Derecha
001323,RECORTES CE,RECORTES CERO-GRUPO VERDE,Izquierda
001326,DN,DEMOCRACIA NACIONAL,Derecha
001328,PLD,PARTIDO LIBERAL DE DERECHAS,Centro Derecha
001329,VOX,VOX,Derecha
001333,UP: IULV-CA,UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES - CONVOCA,Izquierda
001334,UPYD,UNIÓN PROGRESO Y DEMOCRACIA,Centro Derecha
001336,RECORTES CE,RECORTES CERO-GRUPO VERDE,Izquierda
001339,VOX,VOX,Derecha
001342,RECORTES CE,RECORTES CERO-GRUPO VERDE,Izquierda
001346,SAIn,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,Izquierda
001347,SOLUCIONA,SOLUCIONA,Derecha
001348,VOX,VOX,Derecha
001349,X ESQ,X A ESQUERDA,Izquierda
001355,PUM+J,BIDEZKO MUNDURANTZ/POR UN MUNDO MÁS JUSTO,Izquierda
001359,EN POSITIU,EN POSITIU,Izquierda
001360,VOX,VOX,Derecha
001362,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,Izquierda
001363,EN COMÚ,EN COMÚ PODEM,Izquierda
001365,IU-UPeC,"UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN",Izquierda
001367,FE de las J,FALANGE ESPAÑOLA DE LAS JONS,Derecha
001368,PODEMOS,PODEMOS,Izquierda
001369,PUM+J,POR UN MUNDO MÁS JUSTO,Izquierda
001373,DN,DEMOCRACIA NACIONAL,Derecha
001378,PODEMOS,PODEMOS,Izquierda
001381,Ln,LIBERTAD NAVARRA-LIBERTATE NAFARRA,Regionalista Derecha
001383,Independien,INDEPENDIENTES POR ARAGÓN,Regionalista Derecha
001384,ERC-CATSI,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ,Regionalista Izquierda
001387,RECORTES CE,RECORTES CERO-GRUPO VERDE,Izquierda
001389,DL,DEMOCRÀCIA I LLIBERTAT. CONVERGÈNCIA. DEMÒCRATES.,Regionalista Derecha
001390,PODEMOS-Aho,PODEMOS-Ahora Alto Aragón en Común,Izquierda
001394,RECORTES CE,RECORTES CERO-GRUPO VERDE,Izquierda
001396,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,Izquierda
001401,PUM+J,POR UN MUNDO MÁS JUSTO,Izquierda
001406,RECORTES CE,RECORTES CERO-GRUPO VERDE,Izquierda
900993,CCD,CIUDADANOS DE CENTRO DEMOCRÁTICO,Centro Derecha
901033,CILUS,CIUDADANOS LIBRES UNIDOS,Centro Derecha
901070,CRA,CIUDADANOS RURALES AGRUPADOS,Centro Derecha
901079,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,Centro Derecha
901335,DN,DEMOCRACIA NACIONAL,Derecha
901412,EL PI,EL PI - PROPOSTA PER LES ILLES,Regionalista Derecha
901471,EB,ESCAÑOS EN BLANCO,Centro Derecha
901528,EH Bildu,EUSKAL HERRIA BILDU,Regionalista Izquierda
901533,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,Regionalista Derecha
901543,FE de las J,FALANGE ESPAÑOLA DE LAS J.O.N.S.,Derecha
901550,PFyV,FAMILIA Y VIDA,Derecha
901600,FDEE,FORO DEMÓCRATA,Centro Derecha
902171,IFem,INICIATIVA FEMINISTA,Izquierda
902394,Ln,"LIBERTAD NAVARRA, LIBERTATE NAFARRA",Regionalista Derecha
902442,CENTRO MODE,LOS VERDES-ECOPACIFISTAS,Izquierda
902601,+MAS+,MUERTE AL SISTEMA,Izquierda
902605,mlgXSÍ,MÁLAGA POR SÍ,Regionalista Derecha
902687,OE,ONGI ETORRI,Regionalista Izquierda
902744,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,Izquierda
902816,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,Izquierda
902824,PCOE,PARTIDO COMUNISTA OBRERO ESPAÑOL,Izquierda
902829,PT,PARTIDO DA TERRA,Regionalista Izquierda
903047,PH,PARTIDO HUMANISTA,Centro Izquierda
903237,P-LIB,PARTIDO LIBERTARIO,Centro Derecha
903316,PP,PARTIDO POPULAR,Centro Derecha
903377,PREPAL,PARTIDO REGIONALISTA DEL PAÍS LEONES,Regionalista Derecha
903457,PSE-EE (PSO,PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),Centro Izquierda
903484,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,Centro Izquierda
903520,PCPC,PARTIT COMUNISTA DEL POBLE DE CATALUNYA,Izquierda
903534,PSC,PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE),Centro Izquierda
903736,PODEMOS,PODEMOS,Izquierda
903755,PUM+J,POR UN MUNDO MÁS JUSTO,Izquierda
903985,SAIn,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,Izquierda
903992,SOLUCIONA,SOLUCIONA,Derecha
904003,SOMVAL,SOM VALENCIANS,Regionalista Derecha
904223,unio.cat,UNIÓ DEMOCRÀTICA DE CATALUNYA,Centro Derecha
904475,UPYD,UNIÓN PROGRESO Y DEMOCRACIA,Centro Derecha
904688,VOX,VOX,Derecha
904711,PLD,PARTIDO LIBERAL DE DERECHAS,Centro Derecha
904713,AJU,ANDALUCES DE JAÉN UNIDOS,Regionalista Derecha
904714,CANARIAS DE,"CANARIAS DECIDE: LOS VERDES, UNIDAD DEL PUEBLO Y A",Regionalista Izquierda
904718,PP-PAR,PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS,Centro Derecha
904720,GBAI,GEROA BAI,Regionalista Izquierda
904721,UPN-PP,UNIÓN DEL PUEBLO NAVARRO EN COALICIÓN CON PARTIDO,Regionalista Derecha
904733,PCPE,COMUNISTAS DA GALIZA,Izquierda
904744,CCa-PNC,COALICIÓN CANARIA - PARTIDO NACIONALISTA CANARIO,Regionalista Derecha
904759,PSOE-NCa,PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS,Centro Izquierda
904762,PP-FORO,PARTIDO POPULAR-FORO,Centro Derecha
904772,ARAPV,"ARA, PAÍS VALENCIÀ",Regionalista Izquierda
904783,PCPC,PARTIDO COMUNISTA DEL PUEBLO CANARIO,Izquierda
904805,PSdeG-PSOE,PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE,Centro Izquierda
904850,IU-UPeC,"UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN",Izquierda
904896,EU-eX,EXTREMADURA UNIDA-EXTREMEÑOS,Regionalista Derecha
904911,RECORTES CE,RECORTES CERO-GRUPO VERDE,Izquierda
904917,X LA IZQUIE,X LA IZQUIERDA-LOS VERDES,Izquierda
904964,"JS,PC","JUSTIZIA SOCIAL, PARTICIPACIÓN CIUDADANA",Centro Izquierda
904976,MÉS,MÉS,Regionalista Izquierda
904980,PCPE,COMUNISTAS DA GALIZA-PCPE,Izquierda
904991,DL,DEMOCRÀCIA I LLIBERTAT. CONVERGÈNCIA. DEMÒCRATES.,Regionalista Derecha
905008,PODEMOS-COM,COMPROMÍS-PODEMOS-ÉS EL MOMENT,Izquierda
905011,AVANT,AVANT VALENCIANS,Regionalista Derecha
905015,PODEMOS-Aho,PODEMOS-Ahora Alto Aragón en Común,Izquierda
905026,NÓS,NÓS-CANDIDATURA GALEGA (BNG-CG-FOGA-PCPG-PG),Regionalista Izquierda
905033,EN COMÚ,"EN COMÚ PODEM",Izquierda
905041,PODEMOS-En,EN MAREA,Regionalista Izquierda
905060,EN POSITIU,EN POSITIU,Izquierda
905062,Independien,INDEPENDIENTES POR ARAGÓN,Regionalista Derecha
905063,ERC-CATSI,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ,Regionalista Izquierda
